,Type,Address,District,City,Price (€),Area (sqm.),Year built,Form of ownership
593,Kerrostalo | 1h + kk,Kulovalkeankuja 4,Tuomarila,Espoo,"26 176,90","37,5",2010,Asumisoikeusasunto
594,Kerrostalo | 4h + k + s,Saunalahdenkatu 12,Saunalahti,Espoo,"37 878,06",86,2010,Asumisoikeusasunto
595,"Omakotitalo | 4h, k, s, kph, erill.wc, th, var., autovaja",Paulatie 5,Hiidenranta,Vihti,269 000,124,1983,Omistusasunto
596,"Paritalo | Oh / k, 6 mh, tekninen huone / harrastetilaa 3 wc, s, psh, khh",Terholantie 29,Terhola,Järvenpää,449 000,133,2015,Omistusasunto
597,Kerrostalo | 2h + kk + kh,Orioninkatu 18-20,Hermanni,Helsinki,279 000,43,1956,Omistusasunto
598,Omakotitalo | 5h + k + khh + 4 kpl vaateh. + kph + s + wc,Hirsjärvenkatu 11,Keskilohja,Lohja,335 000,"140,5",1987,Omistusasunto
599,Omakotitalo | 4h + k + kph + wc + khh + kph / sauna,Mohikaanipolku 3,Haikkoo,Porvoo,338 000,112,2001,Omistusasunto
600,"Omakotitalo | 4h, takkah, k, kph, s, erill. wc, at",Hakalankatu 15,Hakala,Ikaalinen,95 000,118,1981,Omistusasunto
601,Kerrostalo | 2h + kt + las.parveke,Itätuulenkuja 10 C 147,Tapiola,Espoo,364 000,40,2024,Omistusasunto
602,Kerrostalo | 3h + k + parv,Tarmolankatu 24 C,Tarmola,Porvoo,167 000,67,1964,Omistusasunto
603,"Kerrostalo | 4-5h + kt + s + parveke n. 20,5 m2 ja 13,5 m2",Itätuulenkuja 10 C 162,Tapiola,Espoo,958 800,102,2024,Omistusasunto
604,"Kerrostalo | 3h, k, kylpyhuone, wc, vh, lasitettu parveke",Kirkkoveräjäntie 5,Loukonlahti,Pirkkala,958 800,"81,5",1972,Omistusasunto
605,Kerrostalo | 3h + k + kph + erill.wc + las.parv (Yht.järj. 3-4h + k),Kirjurinkuja 1 E 84,Leppävaara,Espoo,249 000,75,1975,Omistusasunto
606,"Kerrostalo | 3h + kt + s + parveke n. 29,5 m2",Itätuulenkuja 10 C 195,Tapiola,Espoo,1 107 000,"102,5",2024,Omistusasunto
607,Kerrostalo | 1h + kk + kph,Tierankatu 2 B,Härmälä,Tampere,56 500,23,1939,Omistusasunto
608,"Omakotitalo | 6h, k, kh, khh, s, 2wc, 2vh, parveke, terassi",Saastamoisenkatu 22,Haapaniemi,Kuopio,595 000,"176,5",2014,Omistusasunto
609,Kerrostalo | 2h + k + kph,Katajatie 63 C,Keskusta,Kangasala,84 000,"57,5",1963,Omistusasunto
610,"Omakotitalo | 4h, k, khh, kph, sauna, wc + autotalli / varasto 48 m²",Liikasenvaarantie 9a,,Kuusamo,119 000,111,1998,Omistusasunto
611,Rivitalo | 3h + k + sauna,Kivirannankatu 2 as,Kivisalmi,Lappeenranta,148 000,78,1988,Omistusasunto
612,"Kerrostalo | 1h, kk",Toivoniementie 6,Toivoniemi,Oulu,119 000,34,1954,Omistusasunto
613,Rivitalo,Jyvätie 4,,Porvoo,195 000,"70,5",1988,Omistusasunto
614,"Rivitalo | 3h, k, s, AK",Lammenranta 2,Tupos,Liminka,139 500,85,2005,Omistusasunto
615,"Omakotitalo | 4 h, k, wc, kph, sauna",Palostentie,,Myrskylä,125 000,144,1984,Omistusasunto
616,Kerrostalo | 2h + k + kph + las.parv,Uuno Kailaan katu 7 C 71,Vermonniitty,Espoo,239 000,43,2022,Omistusasunto
617,"Kerrostalo | 2h, k, kph, lasitettu parveke",Kauppakatu 24,Keskusta,Kemi,42 000,"54,5",1967,Omistusasunto
618,"Omakotitalo | 5h, k, khh, s, AK",Kissanpöllönkuja 9,Kuivasjärvi,Oulu,168 000,117,1978,Omistusasunto
619,"Luhtitalo | 1h, kk, parv",Viertolantie 3,Klaukkala,Nurmijärvi,105 000,"28,5",2018,Omistusasunto
620,"Rivitalo | 3h, k, s",Ketunkallio 20,Klaukkala,Nurmijärvi,229 000,84,2006,Omistusasunto
621,Rivitalo | 1h + kk + kph + var,"Patotie 5 b B 15, 80160 Joensuu",Rantakylä,Joensuu,62 000,34,1974,Omistusasunto
622,"Rivitalo | 4h, k, kph, s, wc (yj:n mukaan 4h + k + s)",Hirvenkatu 3,Kaleva,Kerava,216 000,"91,5",1978,Omistusasunto
623,"Kerrostalo | 1h, kk, kph",Mätästie 5,Suurmetsä,Helsinki,99 000,"33,5",1974,Omistusasunto
624,Kerrostalo | 2h + k + kph + las.parv,Kuutamokatu 2 B 24,Olari,Espoo,147 000,43,1973,Omistusasunto
625,Rivitalo | 2h + k + s,Riisikuja 8 A,Oulunsalo,Oulu,0,60,1973,Omistusasunto
626,Omakotitalo | 6 h + k + kph + s,Naruskantie 147,Naruska,Salla,115 000,285,1952,Omistusasunto
627,"Kerrostalo | 4h, k, lasitettu parveke",Varpushaukantie 5,Kaukovainio,Oulu,115 000,85,1969,Omistusasunto
628,"Kerrostalo | 4 h, k, s, 2wc",Kuninkaankatu 39,Keskusta,Kuopio,222 000,"109,5",1962,Omistusasunto
629,Kerrostalo | 1h + kt + ranskalainen parveke,Nansonkatu 7,,Nokia,110 000,"26,5",2021,Omistusasunto
630,"Omakotitalo | 5h, k, khh, ph, 2 wc",Varvintie 42,Rutalahti,Joutsa,560 000,"129,2",2011,Omistusasunto
631,"Kerrostalo | 3 h, k, s, parveke",Pohjoinen Rantakatu 17,Tammisaari,Raasepori,186 000,76,1984,Omistusasunto
632,Rivitalo | 4h + k + kph + khh + var,Puistokatu 1 A 2,Keskusta,Kristiinankaupunki,148 000,150,1899,Omistusasunto
633,"Kerrostalo | 2h, k, kph, s, parv",Pohjolankatu 7,Tammela,Tampere,210 000,"52,5",1984,Omistusasunto
634,"Omakotitalo | 2mh, oh, k, rh, khh, s ja ask.tila",Kanahaantie 20,Ilmarinen,Lieto,179 000,103,1956,Omistusasunto
635,"Rivitalo | 3h, k, s, at",Metsäpellontie 1,,Kajaani,99 000,86,1983,Omistusasunto
636,Omakotitalo | 3h + tupak + 2kesäh + suihkuh + wc,Luotojentie 560,Rymättylä,Naantali,245 000,76,1935,Omistusasunto
637,"Kerrostalo | 3h, k, kph",Yrjölänkatu 5,Yrjölä,Valkeakoski,245 000,73,1967,Omistusasunto
638,Kerrostalo | 2h + kt + lasitettu parveke,Kielotie 34 C 86,Tikkurila,Vantaa,240 461,42,-,Omistusasunto
639,Kerrostalo | 1h + kt,Taivaanpankontie 27a A 63,Puijonlaakso,Kuopio,146 000,30,2023,Omistusasunto
640,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 60,Puijonlaakso,Kuopio,190 000,39,2023,Omistusasunto
641,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 62,Puijonlaakso,Kuopio,294 000,70,2023,Omistusasunto
642,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 58,Puijonlaakso,Kuopio,232 000,"54,5",2023,Omistusasunto
643,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 56,Puijonlaakso,Kuopio,151 000,"32,5",2023,Omistusasunto
644,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 59,Puijonlaakso,Kuopio,146 000,"29,5",2023,Omistusasunto
645,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 57,Puijonlaakso,Kuopio,192 000,42,2023,Omistusasunto
646,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 61,Puijonlaakso,Kuopio,268 000,61,2023,Omistusasunto
647,Kerrostalo | 1h + kt,Taivaanpankontie 27a A 55,Puijonlaakso,Kuopio,141 000,30,2023,Omistusasunto
648,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 53,Puijonlaakso,Kuopio,260 000,61,2023,Omistusasunto
649,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 54,Puijonlaakso,Kuopio,281 000,70,2023,Omistusasunto
650,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 50,Puijonlaakso,Kuopio,222 000,"54,5",2023,Omistusasunto
651,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 52,Puijonlaakso,Kuopio,182 000,39,2023,Omistusasunto
652,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 51,Puijonlaakso,Kuopio,143 000,"29,5",2023,Omistusasunto
653,Kerrostalo | 1h + kt,Taivaanpankontie 27a A 47,Puijonlaakso,Kuopio,136 000,30,2023,Omistusasunto
654,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 45,Puijonlaakso,Kuopio,252 000,61,2023,Omistusasunto
655,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 46,Puijonlaakso,Kuopio,274 000,70,2023,Omistusasunto
656,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 48,Puijonlaakso,Kuopio,147 000,"32,5",2023,Omistusasunto
657,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 49,Puijonlaakso,Kuopio,184 000,42,2023,Omistusasunto
658,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 44,Puijonlaakso,Kuopio,177 000,39,2023,Omistusasunto
659,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 43,Puijonlaakso,Kuopio,141 000,"29,5",2023,Omistusasunto
660,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 41,Puijonlaakso,Kuopio,180 000,42,2023,Omistusasunto
661,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 38,Puijonlaakso,Kuopio,268 000,70,2023,Omistusasunto
662,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 42,Puijonlaakso,Kuopio,216 000,"54,5",2023,Omistusasunto
663,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 35,Puijonlaakso,Kuopio,139 000,"29,5",2023,Omistusasunto
664,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 36,Puijonlaakso,Kuopio,173 000,39,2023,Omistusasunto
665,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 40,Puijonlaakso,Kuopio,146 000,"32,5",2023,Omistusasunto
666,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 34,Puijonlaakso,Kuopio,208 000,"54,5",2023,Omistusasunto
667,Kerrostalo | 1h + kt,Taivaanpankontie 27a A 39,Puijonlaakso,Kuopio,132 000,30,2023,Omistusasunto
668,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 37,Puijonlaakso,Kuopio,245 000,61,2023,Omistusasunto
669,Kerrostalo | 4h + kt + s,Taivaanpankontie 27a A 30,Puijonlaakso,Kuopio,269 000,70,2023,Omistusasunto
670,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 32,Puijonlaakso,Kuopio,144 000,"32,5",2023,Omistusasunto
671,Kerrostalo | 1h + kt,Taivaanpankontie 27a A 31,Puijonlaakso,Kuopio,130 000,30,2023,Omistusasunto
672,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 29,Puijonlaakso,Kuopio,239 000,61,2023,Omistusasunto
673,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 33,Puijonlaakso,Kuopio,175 000,42,2023,Omistusasunto
674,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 27,Puijonlaakso,Kuopio,137 000,"29,5",2023,Omistusasunto
675,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 26,Puijonlaakso,Kuopio,205 000,"54,5",2023,Omistusasunto
676,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 28,Puijonlaakso,Kuopio,168 000,39,2023,Omistusasunto
677,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 25,Puijonlaakso,Kuopio,170 000,42,2023,Omistusasunto
678,Kerrostalo | 1h + kt,Taivaanpankontie 27a A 23,Puijonlaakso,Kuopio,129 000,30,2023,Omistusasunto
679,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 18,Puijonlaakso,Kuopio,199 000,"54,5",2023,Omistusasunto
680,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 21,Puijonlaakso,Kuopio,231 000,61,2023,Omistusasunto
681,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 19,Puijonlaakso,Kuopio,136 000,"29,5",2023,Omistusasunto
682,Kerrostalo | 4h + kt + s,Taivaanpankontie 27a A 22,Puijonlaakso,Kuopio,264 000,70,2023,Omistusasunto
683,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 24,Puijonlaakso,Kuopio,142 000,"32,5",2023,Omistusasunto
684,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 20,Puijonlaakso,Kuopio,163 000,39,2023,Omistusasunto
685,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 17,Puijonlaakso,Kuopio,165 000,42,2023,Omistusasunto
686,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 16,Puijonlaakso,Kuopio,139 000,"32,5",2023,Omistusasunto
687,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 13,Puijonlaakso,Kuopio,225 000,61,2023,Omistusasunto
688,Kerrostalo | 1h + kt,Taivaanpankontie 27a A 15,Puijonlaakso,Kuopio,126 000,30,2023,Omistusasunto
689,Kerrostalo | 4h + kt + s,Taivaanpankontie 27a A 14,Puijonlaakso,Kuopio,255 000,70,2023,Omistusasunto
690,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 12,Puijonlaakso,Kuopio,158 000,39,2023,Omistusasunto
691,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 11,Puijonlaakso,Kuopio,134 000,"29,5",2023,Omistusasunto
692,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 9,Puijonlaakso,Kuopio,160 000,42,2023,Omistusasunto
693,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 10,Puijonlaakso,Kuopio,193 000,"54,5",2023,Omistusasunto
694,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 8,Puijonlaakso,Kuopio,137 000,"32,5",2023,Omistusasunto
695,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 6,Puijonlaakso,Kuopio,221 000,61,2023,Omistusasunto
696,Kerrostalo | 4h + kt + s,Taivaanpankontie 27a A 7,Puijonlaakso,Kuopio,269 000,78,2023,Omistusasunto
697,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 5,Puijonlaakso,Kuopio,152 000,39,2023,Omistusasunto
698,Kerrostalo | 1h + kt + alk + s,Taivaanpankontie 27a A 4,Puijonlaakso,Kuopio,134 000,"29,5",2023,Omistusasunto
699,Kerrostalo | 3h + kt + s,Taivaanpankontie 27a A 3,Puijonlaakso,Kuopio,185 000,"54,5",2023,Omistusasunto
700,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 2,Puijonlaakso,Kuopio,157 000,42,2023,Omistusasunto
701,Kerrostalo | 2h + kt + s,Taivaanpankontie 27a A 1,Puijonlaakso,Kuopio,153 000,"40,5",2023,Omistusasunto
702,Kerrostalo | 2h + k + var + vh + lasitettu parveke,Piispanportti 7 A 9,Olari,Espoo,313 500,"47,5",-,Omistusasunto
703,Kerrostalo | 3h + k + s + var + erill.wc + lasitettu parveke,Piispanportti 7 B 56,Olari,Espoo,534 830,79,-,Omistusasunto
704,Kerrostalo | 2h + k + kph + lasitettu parveke,Kihokkitie 2,Lintula,Oulu,82 900,50,1967,Omistusasunto
705,Kerrostalo | 1h + kt + parveke,Linda Tannerin kuja 1 A 19,,Espoo,167 000,"26,5",2022,Omistusasunto
706,Puutalo-osake | 2-3 h + k + kph + s + wc,Tapulikatu 10 ,Martti,Turku,228 000,80,1939,Omistusasunto
707,Omakotitalo | 3mh + oh + k + rh + et + tk + vh + kh + s + tkh + allash + ter,Pihlajatie 8,Autio,Kurikka,124 000,180,-,Omistusasunto
708,Kerrostalo | 2h + k + s,Kauppatie 77,Keskusta,Kauhava,138 000,56,2012,Omistusasunto
709,Kerrostalo | 3h + k,Vaasanpuistikko 28,Keskusta,Vaasa,149 000,75,1964,Omistusasunto
710,Omakotitalo | 3h + k + s + wc + at,Karhutie 18,Isnäs,Loviisa,109 000,113,1973,Omistusasunto
711,"Kerrostalo | 3h, k",Inkilänmäenkatu 20,Inkilänmäki,Kuopio,52 000,70,1972,Omistusasunto
712,Erillistalo | 5h + k + s,Gottlundinkatu 20,Linnanpelto,Kuopio,264 000,130,1991,Omistusasunto
713,Rivitalo | 2h + k + kph + s + ulkovarasto,Liitontie 2 A 1,Keskusta,Pihtipudas,57 000,40,2010,Omistusasunto
714,Rivitalo | 3h + k,Meijerinranta 3,Ylikiiminki,Oulu,62 000,74,1978,Omistusasunto
715,Kerrostalo | 1h + kt + kph + alkovi + terassi,Potkurinkatu 4,Härmälä,Tampere,152 800,27,2022,Omistusasunto
716,"Omakotitalo | 5 h, k, tkh, khh, s",Ruisaumantie 3,Kasurila,Siilinjärvi,239 000,153,1996,Omistusasunto
717,Erillistalo | 4H + K + S,Finnoontie 36,Pisa,Espoo,"40 883,72",94,1997,Asumisoikeusasunto
718,Kerrostalo | 2H + TK + S,Sahankaari 5,Pöytäalho,Järvenpää,"27 685,03","70,5",2002,Asumisoikeusasunto
719,Rivitalo | 2H + KK + S,Pajumaankuja 3,Kello,Oulu,"15 125,84","47,5",1997,Asumisoikeusasunto
720,Rivitalo | 4h + k + vh + kph + s + 2 wc + var + ak,Lahnatie 9,Auvainen,Kaarina,198 000,"91,5",1978,Omistusasunto
721,"Omakotitalo | 4h, avok, kph, ph, sauna, khh, erill. wc, p, vh, terassi, autokatos, ulkovarasto",Saturnuksentie 18,Suutarila,Helsinki,435 000,84,2022,Omistusasunto
722,Rivitalo | 4h + k + khh + s + ak + ap,Puukholleri 2 B 9,Kärki,Seinäjoki,245 000,"86,5",2023,Omistusasunto
723,"Kerrostalo | 2h, kk, las. parv.",Lipporannantie 5 D 110,Tuira,Oulu,118 000,"31,5",2022,Omistusasunto
724,"Kerrostalo | 3h, k, ph",Leinikinkatu 4,,Tornio,69 000,"79,5",1974,Omistusasunto
725,Kerrostalo | 2h + kk,Haukantie 16,Riihikallio,Tuusula,118 000,52,1973,Omistusasunto
726,"Kerrostalo | 1h, kt, alkovi, lasitettu parveke",Viholankatu 12 A,Vihola,Nokia,105 000,29,2019,Omistusasunto
727,Kerrostalo | 3h + k + s + vh,Pikisaarenkatu 31,Pikisaari,Lappeenranta,220 000,"66,5",2020,Omistusasunto
728,Omakotitalo | 5h + k + kph + kellari + kuisti,Uudisraivaajankuja 5,Suutarila,Helsinki,545 000,120,1949,Omistusasunto
729,Omakotitalo | 5h + k + kph + kellari + kuisti,Uudisraivaajankuja 5,Suutarila,Helsinki,175 000,120,1949,Omistusasunto
730,Kerrostalo | 2H + K + S,Postikatu 3,Keskusta,Tampere,285 000,"58,5",1997,Omistusasunto
731,Kerrostalo | 2h + k + kph + las.parv,Vähäntuvantie 4 B 19,Konala,Helsinki,223 000,54,1968,Omistusasunto
732,"Omakotitalo | 4h, k, s, at",Pekankulmantie 2,Minkiö,Jokioinen,138 000,108,1982,Omistusasunto
733,"Omakotitalo | 3h, k, kylpyhuone",Saarvontie 163,Juankoski,Kuopio,249 000,60,2007,Omistusasunto
734,"Kerrostalo | 2h, k, kph",Hakastaronkatu 10 as,Alhaisi,Salo,69 000,51,1968,Omistusasunto
735,"Kerrostalo | 3h, k, wc / kph, parveke",Kuonomäentie 5,Klaukkala,Nurmijärvi,"167 891,63",71,1975,Omistusasunto
736,"Rivitalo | 3h, k, s",Annalanpuhto 3 B,Keskusta,Nivala,89 000,"72,5",1999,Omistusasunto
737,"Kerrostalo | mh, tupak, s, parvi",Sammuttajankatu 7 B,Möysä,Lahti,209 000,"58,5",1922,Omistusasunto
738,Kerrostalo | 2h + k + s,Kasarminkatu 32 F,Rajalähiö,Kajaani,65 000,58,1974,Omistusasunto
739,"Omakotitalo | 4h, k, kph, s",Outakuja 2,Ounasrinne,Rovaniemi,118 000,92,1977,Omistusasunto
740,Kerrostalo | 2h + k + kph + vh + p (yhtiöjärjestyksen mukaan 2h + k),Siltasaarenkatu 24,Kallio,Helsinki,369 000,"49,5",1961,Omistusasunto
741,"Omakotitalo | 4h, k, kph, s, khh, v, at",Levonkalliontie 18,Pennala,Orimattila,179 000,126,1981,Omistusasunto
742,"Rivitalo | 3h, k, sauna, psh, khh, erill wc, terassi, et, tk",Saunakuja 11,Tähtee,Kouvola,128 000,79,1990,Omistusasunto
743,Rivitalo | 3h + k + kph + s + terassi + piha (Yj. mukaan 3h + k + kph + s),Palstalaisentie 3,Perusmäki,Espoo,319 000,62,2018,Omistusasunto
744,Omakotitalo | 4h + ask.h + k + khh + s,Nihtikuja 1 B,Kilo,Espoo,516 000,142,2022,Omistusasunto
745,"Rivitalo | Oh, k, 2mh, ph, psh, s",Saukonpolku 5,Keskusta,Padasjoki,56 000,86,1986,Omistusasunto
746,Kerrostalo | 1h + k + kph + las.parv (Yht.järj. 1-2h + kt-varaus),Timanttikiteenkuja 4 A 24,Kivistö,Vantaa,226 000,45,2018,Omistusasunto
747,"Omakotitalo | 3-4h, k, kph / s, wc, vh, varastot, tekninen tila, autokatos / autotalli, terassi",Nummitie 4,Suorama,Kangasala,185 000,97,1966,Omistusasunto
748,Luhtitalo | 2h + k + s,Kuninkaistentie 24,Kuninkainen,Espoo,225 000,49,2004,Omistusasunto
749,"Omakotitalo | 4h, k, s, khh, tkh, autotalli ja varasto",Purolehto 40,Niipperi,Espoo,225 000,131,1980,Omistusasunto
750,"Paritalo | 3-4h, avok, s, khh, 2x wc, autotalli",Nuuniitynkuja 7,Laaksolahti,Espoo,430 000,"137,5",1987,Omistusasunto
751,"Omakotitalo | 4mh, k, oh, rt, s, 2xkph, 2xerillis wc, 2xvh, aula",Hanskalanranta 25,Pulkkila,Asikkala,190 000,"149,5",2005,Omistusasunto
752,"Omakotitalo | 2h + k, yläkerta mh + aula",Kivikyläntie 333,Kivikylä,Mynämäki,47 000,65,1956,Omistusasunto
753,"Kerrostalo | 2h, kk, kph, vaatehuone ja lasitettu parveke",Muistokuja 3,Leppävaara,Espoo,215 000,53,1963,Omistusasunto
754,Kerrostalo | 1h + kt + parvi,Heinäkedontie 5,Sarvvik,Kirkkonummi,165 000,26,2021,Omistusasunto
755,"Omakotitalo | 4h, k, kph, s, khh, erill.wc, var, autok",Lehmustontie 28,Pohjankorpi,Riihimäki,264 000,110,1995,Omistusasunto
756,Rivitalo | 3h + k + s + kph + wc,Kortelaaksontie 45,Gerby,Vaasa,159 000,83,2002,Omistusasunto
757,Kerrostalo | 1h + kt + kph + r.parv,Kummelivuorentie 15,Saunalahti,Espoo,159 900,"27,5",2018,Omistusasunto
758,"Kerrostalo | 3h, k",Impilinnankatu 3 B,Parantola,Hyvinkää,105 000,74,1974,Omistusasunto
759,"Kerrostalo | 3h, k, ph, s",Pekankuja 4-6 as 16,Keskusta,Loimaa,89 900,80,1991,Omistusasunto
760,Rivitalo | 4h + kt + s,Kiviniementie 10 C,Haukkala,Jyväskylä,286 000,"88,5",2023,Omistusasunto
761,Rivitalo | 3h + kt + s,Kiviniementie 10 A,Haukkala,Jyväskylä,262 000,"77,5",2023,Omistusasunto
762,Kerrostalo | 3h + k + kph + lasitettu parveke,Karjopolku 11,,Vantaa,112 000,"74,5",1977,Omistusasunto
763,Kerrostalo | 1h + k + kph + erill.wc + vh,Torkkelinkuja 10 A11,Kallio,Helsinki,335 000,"39,1",1931,Omistusasunto
764,"Luhtitalo | 3h, k, s",Pirtinkaari 30 B,Pirtti,Kuopio,189 000,"64,5",2019,Omistusasunto
765,"Kerrostalo | 1h, kt, p",Suokatu 25 B 18,Keskusta,Kuopio,159 000,"25,5",2022,Omistusasunto
766,Kerrostalo | 2h + k + s + p,Suupantie 12,Keskusta,Pirkkala,228 000,56,2001,Omistusasunto
767,"Kerrostalo | 3 h, kt, kph / wc / s, vh, lasitettu parveke",Kurjenmäenkatu 8 B,Kurjenmäki,Turku,314 900,60,2020,Omistusasunto
768,"Omakotitalo | Asuinrakennus: Alakerta; olohuone, ruokailuhuone, keittiö, kph / wc, sauna. Yläkerta; 3 makuuhuonetta, aula, kodinhoitotila. Talousrakennus; saunatupa, sauna, varastot, käymälä, liiteri.",Karpalopolku 12,Koivula,Kotka,169 000,105,1950,Omistusasunto
769,Rivitalo | 3h + k,Monolantie 103,Simola,Lappeenranta,59 000,82,1984,Omistusasunto
770,Kerrostalo | 3h + k,Soukankuja 8,Soukka,Espoo,225 000,"78,5",1974,Omistusasunto
771,"Omakotitalo | OKT 5-6h, k, s, 2xwc, 2xkph, th, askk, terassi, varasto",Pursutie 13,Savio,Kerava,685 000,239,2004,Omistusasunto
772,"Omakotitalo | 6h, k, kph, wc, sauna",Virrantaus 4,Marjala,Joensuu,375 000,"168,5",2011,Omistusasunto
773,"Rivitalo | 2h, k, vh, kph, s, wc",Minkinreitti 8 D,Mäntyveräjä,Kangasala,98 000,62,1973,Omistusasunto
774,"Kerrostalo | 3h, k, kph, lasitettu parveke",Keskikatu 4,Keskusta,Kerava,198 000,76,1983,Omistusasunto
775,"Omakotitalo | 3h, k, kph / wc",Kullantie 10,Tesjoki,Loviisa,119 000,90,1950,Omistusasunto
776,Omakotitalo | Tornio I Kiviranta I OKT 120m2,Meurmanintie 4,Kiviranta,Tornio,79 000,120,1973,Omistusasunto
777,Kerrostalo | 3-4h + k + kph,Sepänkatu 13 A,Punavuori,Helsinki,715 000,83,1964,Omistusasunto
778,Kerrostalo | 3-4h + kt + s + VH + KHH + 2x las.parveke,Itätuulenkuja 10 C 169,Tapiola,Espoo,1 103 850,"111,5",2024,Omistusasunto
779,Kerrostalo | 4 h + k + kph,Koulukatu 41,Keskusta,Joensuu,125 000,86,1965,Omistusasunto
780,Omakotitalo | 2 mh + tk + ph + et + terassi,Saratie 143,Nerkoo,Lapinlahti,219 000,80,2019,Omistusasunto
781,"Paritalo | 3-4h, k, s, ph, wc, var / työh.",Saarikorventie 19,Lamminpää,Tampere,195 000,93,1955,Omistusasunto
782,"Rivitalo | 3h, k, s, terassi ja autokatos",Tertunlaakso 3-4,Palokka,Jyväskylä,199 000,72,2013,Omistusasunto
783,Kerrostalo | 3h + k + s,Sukkulakuja 3,Keskusta,Turku,298 000,"105,5",1991,Omistusasunto
784,Omakotitalo | oh + k + 3 mh + tkh + wc + khp + sauna + ph,Pikkurintie 10,Ruoke,Jyväskylä,115 000,118,1980,Omistusasunto
785,"Paritalo | 5h, avok, saunaos, 3xkph / wc, kh-tila, tupak, aula, vh, 2xvar",Savitiilenkuja 4,Kattilalaakso,Espoo,487 000,208,1971,Omistusasunto
786,Omakotitalo | 4h + keittiö + sauna + psh + vh + wc,Pähkinäkuja 3,Kankaantausta,Hämeenlinna,189 000,97,1967,Omistusasunto
787,"Paritalo | 5h, k, s, piha, var., at",Ansatie 4,Lippajärvi,Espoo,360 000,120,1972,Omistusasunto
788,Kerrostalo | 4-5h + kt + s + 2x las.parveke,Itätuulenkuja 10 C 170,Tapiola,Espoo,999 600,102,2024,Omistusasunto
789,"Kerrostalo | 4h, k, kph / wc, parveke",Mustanlahdenkatu 26,Keskusta,Tampere,319 000,97,1958,Omistusasunto
790,"Kerrostalo | 3h, avok, kph, s, las.terassip.",Saukonpaadenranta 22,Jätkäsaari,Helsinki,1 067 175,"76,5",2016,Omistusasunto
791,Omakotitalo | 3h + k,Laivateollisuudenkatu 5,Pansio,Turku,128 000,80,-,Omistusasunto
792,Kerrostalo | 2h + kt + s,Rauhankatu 23,Keskusta,Vaasa,190 000,44,2015,Omistusasunto
793,"Omakotitalo | 3mh, oh, k tkh, kh, s, wc",Sinkkivälkkeentie 5,Knuutilankangas,Oulu,195 000,"106,5",1982,Omistusasunto
